time,收盘,成交额(亿),成交量(手),开盘,最高,最低
1990-12-19,99.98,0.0,1260,96.05,99.98,95.79
1990-12-20,104.39,0.0,197,104.3,104.39,99.98
1990-12-21,109.13,0.0,28,109.07,109.13,103.73
1990-12-24,114.55,0.0,32,113.57,114.55,109.13
1990-12-25,120.25,0.0,15,120.09,120.25,114.55
1990-12-26,125.27,0.0,100,125.27,125.27,120.25
1990-12-27,125.28,0.0,66,125.27,125.28,125.27
1990-12-28,126.45,0.0,108,126.39,126.45,125.28
1990-12-31,127.61,0.0,78,126.56,127.61,126.48
1991-01-02,128.84,0.0,91,127.61,128.84,127.61
1991-01-03,130.14,0.0,141,128.84,130.14,128.84
1991-01-04,131.44,0.0,420,131.27,131.44,130.14
1991-01-07,132.06,0.0,217,131.99,132.06,131.45
1991-01-08,132.68,0.02,2926,132.62,132.68,132.06
1991-01-09,133.34,0.03,5603,133.3,133.34,132.68
1991-01-10,133.97,0.05,9990,133.93,133.97,133.34
1991-01-11,134.6,0.07,13327,134.61,134.61,134.51
1991-01-14,134.67,0.07,12530,134.11,135.19,134.11
1991-01-15,134.74,0.01,1446,134.21,134.74,134.19
1991-01-16,134.24,0.0,509,134.19,134.74,134.14
1991-01-17,134.25,0.0,658,133.67,134.25,133.65
1991-01-18,134.24,0.02,3004,133.7,134.25,133.67
1991-01-21,134.24,0.01,2051,133.7,134.24,133.66
1991-01-22,133.72,0.0,354,133.72,134.24,133.66
1991-01-23,133.17,0.01,1095,133.17,133.72,133.14
1991-01-24,132.61,0.01,1857,132.61,133.17,132.57
1991-01-25,132.05,0.02,3447,132.05,132.07,132.03
1991-01-28,131.46,0.03,5107,131.46,131.55,131.46
1991-01-29,130.95,0.01,1387,130.95,130.97,130.95
1991-01-30,130.44,0.0,527,130.44,130.95,130.41
1991-01-31,129.97,0.0,510,129.93,130.46,129.93
1991-02-01,129.51,0.0,345,129.5,129.97,129.45
1991-02-04,129.05,0.0,553,129.05,129.58,129.05
1991-02-05,128.58,0.04,8562,128.56,128.58,128.53
1991-02-06,129.14,0.04,6641,129.13,129.15,128.06
1991-02-07,129.79,0.02,2133,129.74,129.79,129.14
1991-02-08,130.38,0.01,1234,130.36,130.39,129.79
1991-02-11,130.97,0.05,9317,130.92,130.97,130.39
1991-02-12,131.35,0.02,3774,131.54,131.56,130.97
1991-02-13,131.92,0.01,1152,131.93,131.93,131.35
1991-02-14,132.53,0.02,3624,132.53,132.53,132.3
1991-02-19,133.13,0.01,1748,133.12,133.14,133.08
1991-02-20,133.67,0.01,876,133.63,133.67,133.13
1991-02-21,134.28,0.02,3220,134.24,134.28,133.67
1991-02-22,134.87,0.02,3427,134.85,134.87,134.28
1991-02-25,134.4,0.01,810,134.37,134.87,134.33
1991-02-26,133.93,0.03,1094,133.9,134.44,133.9
1991-02-27,133.47,0.0,214,133.44,133.98,133.44
1991-02-28,133.01,0.01,2258,132.99,133.52,132.98
1991-03-01,132.53,0.04,7124,132.53,132.53,132.47
1991-03-04,131.99,0.01,2518,132.09,132.09,131.98
1991-03-05,131.46,0.01,982,131.42,131.99,131.41
1991-03-06,130.94,0.01,719,130.89,130.95,130.89
1991-03-07,130.41,0.0,568,130.41,130.94,130.41
1991-03-08,129.89,0.01,933,129.84,130.41,129.84
1991-03-11,129.31,0.0,514,129.3,129.89,129.3
1991-03-12,128.77,0.01,957,128.73,129.31,128.73
1991-03-13,126.15,0.0,498,126.13,128.77,126.13
1991-03-14,125.63,0.0,326,125.61,126.15,125.61
1991-03-15,125.17,0.0,790,125.08,125.62,125.08
1991-03-18,124.71,0.01,1250,124.7,125.17,124.69
1991-03-19,124.22,0.01,892,124.23,124.71,124.22
1991-03-20,123.66,0.0,678,123.66,124.21,123.63
1991-03-21,123.12,0.0,151,123.14,123.66,123.12
1991-03-22,122.62,0.0,207,122.62,123.12,122.62
1991-03-25,122.12,0.0,443,122.12,122.62,122.1
1991-03-26,121.62,0.01,1164,121.62,122.14,121.62
1991-03-27,121.12,0.0,668,121.12,121.64,121.12
1991-03-28,120.61,0.01,961,120.65,121.15,120.61
1991-03-29,120.19,0.02,2185,120.16,120.61,120.11
1991-04-01,120.73,0.06,11999,120.69,120.73,119.68
1991-04-02,121.21,0.0,816,121.21,121.29,120.73
1991-04-03,121.71,0.01,2063,121.71,121.71,121.21
1991-04-04,121.72,0.05,10517,122.2,122.2,121.24
1991-04-05,121.54,0.06,11589,121.07,121.73,121.03
1991-04-08,121.09,0.02,1862,121.11,121.11,121.05
1991-04-09,120.62,0.0,320,120.6,121.1,120.6
1991-04-10,120.16,0.0,466,120.15,120.62,120.09
1991-04-11,119.64,0.01,239,119.64,120.16,119.62
1991-04-12,119.21,0.0,399,119.2,119.65,119.15
1991-04-15,118.77,0.0,301,118.73,119.22,118.72
1991-04-16,118.34,0.0,105,118.36,118.77,118.34
1991-04-17,117.9,0.0,201,117.92,118.34,117.89
1991-04-18,117.45,0.0,178,117.45,117.93,117.45
1991-04-19,117.08,0.0,646,117.08,117.5,117.05
1991-04-22,116.63,0.0,430,116.63,117.08,116.58
1991-04-23,116.19,0.0,282,116.21,116.63,116.15
1991-04-24,115.79,0.0,148,115.7,116.19,115.7
1991-04-25,115.36,0.01,1495,115.38,115.79,115.33
1991-04-26,115.56,0.06,13354,116.31,116.31,114.52
1991-04-29,114.75,0.04,8411,114.86,116.29,114.75
1991-04-30,113.94,0.03,4850,113.89,114.87,113.89
1991-05-02,113.16,0.01,1465,113.04,113.2,113.03
1991-05-03,112.41,0.02,4230,112.46,113.17,112.3
1991-05-06,111.61,0.01,2764,111.65,112.41,111.57
1991-05-07,110.82,0.01,1875,110.8,110.9,110.8
1991-05-08,110.03,0.0,423,110.16,110.82,110.0
1991-05-09,109.29,0.01,2255,109.36,110.12,109.29
1991-05-10,108.53,0.0,249,108.61,109.4,108.53
1991-05-13,107.84,0.0,235,107.88,107.88,107.74
1991-05-14,107.19,0.0,267,107.21,107.84,107.06
1991-05-15,106.57,0.0,390,106.56,106.6,106.42
1991-05-16,105.77,0.01,3108,105.83,105.86,105.69
1991-05-17,106.75,0.08,20192,105.12,106.75,104.96
1991-05-20,107.82,0.01,863,107.76,107.82,106.71
1991-05-21,108.81,0.01,771,108.89,108.89,108.62
1991-05-22,108.25,0.08,18677,109.71,109.82,108.11
1991-05-23,109.08,0.03,5609,107.52,109.16,107.35
1991-05-24,110.08,0.01,1024,110.07,110.08,109.82
1991-05-27,110.66,0.04,8619,111.05,111.07,109.47
1991-05-28,111.68,0.01,1630,111.61,111.68,111.36
1991-05-29,112.75,0.01,530,112.75,112.75,111.67
1991-05-30,113.82,0.01,388,113.74,113.82,112.77
1991-05-31,114.83,0.01,1211,114.83,114.83,113.84
1991-06-03,115.97,0.02,954,115.9,115.97,114.89
1991-06-04,117.12,0.02,3603,117.12,117.12,116.83
1991-06-05,118.17,0.0,308,118.17,118.17,117.14
1991-06-06,119.35,0.0,266,119.26,119.35,118.17
1991-06-07,120.47,0.0,100,120.46,120.47,119.35
1991-06-10,121.67,0.0,400,121.65,121.67,120.47
1991-06-11,122.89,0.0,543,122.89,122.89,121.67
1991-06-12,124.11,0.01,1372,123.9,124.11,122.89
1991-06-13,125.34,0.12,20868,125.33,125.34,123.65
1991-06-14,124.53,0.04,6633,124.47,126.34,124.47
1991-06-17,125.77,0.04,6933,125.63,125.77,123.54
1991-06-18,127.03,0.01,2030,127.03,127.03,126.67
1991-06-19,128.29,0.01,1481,128.12,128.29,127.03
1991-06-20,129.57,0.01,2299,129.55,129.57,129.21
1991-06-21,130.86,0.08,13613,130.72,130.86,128.81
1991-06-24,132.17,0.02,1960,132.1,132.17,131.8
1991-06-25,133.49,0.01,1624,133.48,133.49,132.17
1991-06-26,134.83,0.02,3409,134.83,134.83,133.49
1991-06-27,136.19,0.03,4497,136.04,136.19,134.83
1991-06-28,137.56,0.03,4935,137.41,137.56,136.19
1991-07-01,136.85,0.12,22940,136.64,138.62,136.56
1991-07-02,135.96,0.04,2838,135.91,135.96,135.69
1991-07-03,135.27,0.02,2715,135.28,135.96,134.98
1991-07-04,136.63,0.08,13394,136.63,136.63,134.19
1991-07-05,135.96,0.09,14540,136.01,137.68,135.9
1991-07-08,135.28,0.03,5874,135.26,135.28,134.93
1991-07-09,134.64,0.04,8442,136.56,136.57,134.31
1991-07-10,133.99,0.03,6023,134.4,135.6,133.72
1991-07-11,133.38,0.02,5073,133.22,133.99,133.13
1991-07-12,132.8,0.01,3144,132.8,133.38,132.42
1991-07-15,133.14,0.06,11938,133.9,134.1,131.87
1991-07-16,134.47,0.01,2796,134.39,134.47,133.14
1991-07-17,135.81,0.0,660,135.81,135.81,135.39
1991-07-18,137.17,0.0,847,137.17,137.17,135.81
1991-07-19,136.7,0.05,10823,137.66,138.54,136.66
1991-07-22,138.07,0.01,2764,138.07,138.07,136.7
1991-07-23,139.39,0.04,7241,139.35,139.39,138.07
1991-07-24,140.68,0.03,5988,140.66,140.74,138.69
1991-07-25,140.19,0.04,8390,140.2,141.01,139.99
1991-07-26,140.66,0.05,9279,140.11,141.46,139.27
1991-07-29,141.52,0.02,4771,141.22,141.72,140.81
1991-07-30,142.39,0.03,5601,142.39,142.45,141.39
1991-07-31,143.8,0.02,4051,143.72,143.8,142.39
1991-08-01,145.24,0.02,4731,145.12,145.24,143.8
1991-08-02,146.68,0.06,11744,146.49,146.68,145.44
1991-08-05,148.15,0.03,5126,148.06,148.15,146.68
1991-08-06,149.62,0.01,2001,149.62,149.62,148.15
1991-08-07,151.12,0.01,1107,150.93,151.12,149.62
1991-08-08,152.61,0.01,1951,152.57,152.61,151.12
1991-08-09,154.1,0.02,3715,153.9,154.1,152.61
1991-08-12,155.54,0.02,3919,155.34,155.54,154.1
1991-08-13,157.07,0.11,20039,156.87,157.07,155.54
1991-08-14,158.63,0.03,5480,158.3,158.63,158.11
1991-08-15,160.21,0.01,1537,159.92,160.21,158.63
1991-08-16,161.6,0.01,984,161.56,161.6,160.21
1991-08-19,163.21,0.01,985,163.21,163.21,161.6
1991-08-20,164.84,0.0,573,164.74,164.84,163.21
1991-08-21,166.49,0.02,3411,166.49,166.49,164.84
1991-08-22,168.16,0.01,1296,167.81,168.16,166.49
1991-08-23,169.81,0.01,605,169.81,169.81,168.16
1991-08-26,171.51,0.01,643,171.51,171.51,169.81
1991-08-27,173.19,0.01,796,173.06,173.19,171.51
1991-08-28,174.92,0.01,804,174.82,174.92,173.19
1991-08-29,176.66,0.02,2608,176.53,176.66,174.92
1991-08-30,178.43,0.04,6759,178.2,178.43,176.66
1991-09-02,180.22,0.01,1408,180.08,180.22,178.43
1991-09-03,181.97,0.01,1475,181.71,181.97,180.22
1991-09-04,183.69,0.0,650,183.66,183.69,181.97
1991-09-05,185.51,0.01,1514,185.48,185.51,183.69
1991-09-06,187.36,0.02,2765,187.09,187.36,185.51
1991-09-09,189.24,0.02,3552,189.1,189.24,187.36
1991-09-10,188.33,0.22,33434,190.98,190.98,188.19
1991-09-11,187.22,0.15,21392,187.29,187.29,186.86
1991-09-12,186.22,0.16,19699,186.22,187.4,186.07
1991-09-13,187.79,0.24,37434,188.0,188.04,185.01
1991-09-16,189.66,0.06,9933,189.55,189.66,187.79
1991-09-17,188.65,0.19,28829,191.16,191.18,188.28
1991-09-18,187.63,0.11,15822,187.26,188.59,187.18
1991-09-19,186.88,0.15,23439,187.65,189.21,186.49
1991-09-20,185.92,0.07,12075,185.77,187.21,185.66
1991-09-23,185.0,0.03,4034,185.0,185.92,184.71
1991-09-24,184.08,0.01,1426,183.96,185.04,183.69
1991-09-25,183.19,0.01,1389,182.8,184.08,182.8
1991-09-26,182.33,0.05,6541,182.21,183.19,181.93
1991-09-27,181.82,0.2,33728,183.12,183.89,181.19
1991-09-30,180.92,0.22,25594,180.28,181.95,180.27
1991-10-03,182.48,0.12,18741,181.55,182.48,179.8
1991-10-04,184.29,0.05,7360,184.29,184.29,183.59
1991-10-07,186.0,0.07,11369,185.95,186.0,185.41
1991-10-08,187.49,0.15,23745,187.59,187.61,186.0
1991-10-09,189.12,0.13,20989,188.49,189.12,186.31
1991-10-10,191.01,0.04,6638,190.71,191.01,189.12
1991-10-11,192.85,0.07,10981,192.84,192.88,191.01
1991-10-14,194.67,0.14,21493,194.06,194.69,192.32
1991-10-15,196.61,0.07,11002,196.58,196.61,194.67
1991-10-16,198.57,0.06,9562,198.51,198.57,196.61
1991-10-17,200.51,0.04,6077,200.5,200.51,198.57
1991-10-18,202.51,0.02,2968,202.5,202.51,200.51
1991-10-21,204.53,0.03,3537,204.53,204.53,202.51
1991-10-22,206.53,0.02,2128,206.06,206.53,204.53
1991-10-23,208.25,0.02,2623,208.06,208.25,206.53
1991-10-24,210.07,0.13,19357,210.2,210.2,208.25
1991-10-25,211.86,0.22,32650,210.34,211.97,209.71
1991-10-28,213.98,0.02,3217,213.5,213.98,211.86
1991-10-29,215.78,0.02,2697,215.63,215.78,213.98
1991-10-30,216.43,0.02,2380,216.37,216.43,215.78
1991-10-31,218.6,0.03,3929,218.59,218.6,216.43
1991-11-01,220.72,0.04,5906,220.71,220.72,218.6
1991-11-04,222.77,0.03,4474,222.77,222.77,220.79
1991-11-05,224.65,0.02,2805,224.44,224.65,222.77
1991-11-06,226.88,0.02,2848,226.83,226.88,224.65
1991-11-07,228.93,0.04,4833,228.93,228.93,226.88
1991-11-08,231.22,0.11,14406,230.99,231.22,228.93
1991-11-11,233.55,0.02,2474,233.48,233.55,231.22
1991-11-12,235.8,0.01,895,235.75,235.8,233.55
1991-11-13,236.67,0.01,799,236.51,236.67,235.8
1991-11-14,237.45,0.01,862,237.39,237.45,236.67
1991-11-15,238.25,0.02,2058,238.25,238.25,237.45
1991-11-18,240.62,0.02,1885,240.04,240.62,238.25
1991-11-19,242.24,0.02,2310,242.24,242.24,240.62
1991-11-20,244.5,0.02,2325,244.5,244.5,242.24
1991-11-21,246.31,0.02,2155,246.26,246.31,244.5
1991-11-22,248.53,0.02,2133,248.24,248.53,246.31
1991-11-25,250.85,0.02,2331,250.84,250.85,248.53
1991-11-26,252.97,0.02,2454,252.9,252.97,250.85
1991-11-27,255.45,0.02,2120,255.27,255.45,252.97
1991-11-28,257.35,0.02,2502,257.28,257.35,255.45
1991-11-29,259.6,0.28,33695,259.68,259.85,257.35
1991-12-02,262.19,0.16,19128,261.78,262.19,259.67
1991-12-03,264.81,0.01,1101,264.64,264.81,262.19
1991-12-04,265.77,0.01,742,265.53,265.77,264.81
1991-12-05,266.66,0.02,2050,266.48,266.66,265.77
1991-12-06,269.35,0.02,1613,269.34,269.35,266.66
1991-12-09,270.27,0.02,1631,270.27,270.27,269.35
1991-12-10,272.91,0.01,516,270.27,272.91,270.27
1991-12-11,273.71,0.01,669,273.53,273.71,272.91
1991-12-12,274.41,0.02,1577,274.41,274.41,273.71
1991-12-13,277.0,0.01,746,276.81,277.0,274.41
1991-12-16,277.85,0.01,580,277.53,277.85,277.0
1991-12-17,278.68,0.01,493,278.67,278.68,277.85
1991-12-18,279.51,0.01,760,279.32,279.51,278.68
1991-12-19,280.17,0.01,1094,279.98,280.17,279.51
1991-12-20,282.83,0.06,4393,282.83,282.83,280.63
1991-12-23,285.65,0.01,1046,285.65,285.65,282.83
1991-12-24,286.22,0.01,486,285.74,286.22,285.65
1991-12-25,287.15,0.01,573,287.09,287.15,286.22
1991-12-26,288.03,0.01,1168,288.03,288.03,287.15
1991-12-27,290.85,0.02,1551,290.65,290.85,288.03
1991-12-30,291.71,0.02,1165,291.71,291.71,290.85
1991-12-31,292.75,0.01,584,292.48,292.75,291.71
1992-01-02,293.75,0.01,928,293.74,293.75,292.76
1992-01-03,296.52,0.02,1436,296.24,296.52,293.75
1992-01-06,297.68,0.04,3400,297.68,297.68,296.52
1992-01-07,298.77,0.01,892,298.54,298.77,297.68
1992-01-08,299.66,0.01,659,299.65,299.66,298.77
1992-01-09,300.62,0.01,943,300.61,300.62,299.66
1992-01-10,301.83,0.03,1605,301.82,301.83,300.62
1992-01-13,303.06,0.01,725,302.83,303.06,302.0
1992-01-14,305.74,0.01,632,304.77,305.74,303.06
1992-01-15,306.63,0.0,259,306.62,306.63,305.74
1992-01-16,306.85,0.0,378,306.85,306.85,306.63
1992-01-17,307.38,0.0,250,307.37,307.38,306.85
1992-01-20,307.39,0.01,445,307.38,307.39,307.38
1992-01-21,307.87,0.01,534,307.87,307.87,307.39
1992-01-22,307.95,0.0,312,307.95,307.95,307.87
1992-01-23,308.53,0.01,413,308.53,308.53,307.95
1992-01-24,309.05,0.01,722,309.05,309.05,308.53
1992-01-27,311.61,0.01,562,311.6,311.61,309.05
1992-01-28,311.84,0.01,664,311.67,311.84,311.61
1992-01-29,312.42,0.0,401,312.41,312.58,311.84
1992-01-30,312.73,0.01,391,312.73,312.73,312.42
1992-01-31,313.24,0.01,354,313.24,313.24,312.73
1992-02-03,314.18,0.01,305,314.18,314.18,313.24
1992-02-07,314.72,0.01,327,314.72,314.72,314.18
1992-02-10,315.56,0.01,354,315.55,315.56,314.72
1992-02-11,316.43,0.0,296,316.12,316.43,315.56
1992-02-12,316.44,0.0,270,316.43,316.44,316.43
1992-02-13,317.04,0.02,1020,317.24,317.57,317.04
1992-02-14,319.68,0.01,457,319.45,319.68,317.04
1992-02-17,319.77,0.14,6369,319.77,319.77,319.68
1992-02-18,337.11,0.13,7407,338.98,339.16,319.77
1992-02-19,342.41,0.17,9401,340.5,342.41,337.11
1992-02-20,347.99,0.2,10341,345.22,348.01,342.41
1992-02-21,359.59,0.19,11582,358.91,359.93,347.99
1992-02-24,360.5,0.18,30157,361.11,361.62,359.59
1992-02-25,360.37,0.08,4862,359.66,361.29,357.07
1992-02-26,360.1,0.08,5753,359.85,360.76,359.27
1992-02-27,362.45,0.18,9524,361.0,363.03,360.1
1992-02-28,364.66,0.26,9862,364.15,364.67,362.45
1992-03-02,365.39,0.06,3405,365.15,365.39,364.66
1992-03-03,367.0,0.03,2989,366.79,367.25,365.39
1992-03-04,368.32,0.1,5614,367.56,368.32,366.95
1992-03-05,369.76,0.15,8360,369.31,369.88,368.11
1992-03-06,371.76,0.1,5237,370.79,371.76,369.76
1992-03-09,373.53,0.22,20968,372.26,374.06,371.88
1992-03-10,375.23,0.07,5011,374.48,375.23,373.53
1992-03-11,376.14,0.11,4001,375.87,376.25,374.98
1992-03-12,376.92,0.32,10326,377.55,377.57,376.14
1992-03-13,376.38,0.04,2527,376.58,377.19,376.38
1992-03-16,377.05,0.02,2646,377.0,377.42,376.38
1992-03-17,377.49,0.01,890,377.5,377.84,377.03
1992-03-18,377.66,0.02,4028,377.94,378.32,377.49
1992-03-19,377.31,0.35,13628,377.26,377.96,376.21
1992-03-20,377.99,0.08,3160,377.91,378.03,377.31
1992-03-23,378.89,0.24,10290,378.61,379.04,377.45
1992-03-24,378.69,0.07,4378,378.53,379.5,378.05
1992-03-25,378.12,0.21,11820,378.33,379.02,378.12
1992-03-26,379.13,0.24,10225,379.29,379.34,377.64
1992-03-27,380.77,0.05,1892,379.65,380.79,379.13
1992-03-30,381.44,0.4,12655,381.54,381.56,380.76
1992-03-31,381.24,0.54,17391,381.87,382.06,381.24
1992-04-01,381.01,0.08,4065,381.55,381.85,381.01
1992-04-02,381.12,0.03,1673,381.47,381.58,381.01
1992-04-03,381.33,0.03,1700,381.44,381.57,381.12
1992-04-06,381.47,0.15,5298,381.97,382.08,381.33
1992-04-07,381.93,0.3,10613,381.95,382.1,381.47
1992-04-08,382.43,0.05,1866,382.53,382.59,381.92
1992-04-09,381.65,0.07,3168,381.93,382.88,381.65
1992-04-10,382.03,0.13,7066,381.52,382.04,381.2
1992-04-13,391.11,0.52,20593,387.27,392.28,382.03
1992-04-14,400.61,0.25,9415,393.1,400.61,391.1
1992-04-15,406.72,0.25,10566,400.35,406.72,398.23
1992-04-16,410.55,0.57,39211,404.07,410.61,403.52
1992-04-17,414.42,0.45,15678,408.56,414.42,406.19
1992-04-20,413.85,0.23,10170,417.19,420.99,413.64
1992-04-21,410.06,0.72,51257,417.99,421.55,402.89
1992-04-22,399.88,0.74,50596,400.12,410.06,399.87
1992-04-23,407.25,0.71,54718,407.13,408.86,394.6
1992-04-24,414.4,0.48,34706,405.88,415.05,397.74
1992-04-27,424.58,0.54,37257,422.45,424.92,413.47
1992-04-28,436.09,0.54,42392,434.9,436.31,424.58
1992-04-29,444.16,0.67,52899,445.25,446.12,436.09
1992-04-30,445.38,0.53,45704,435.73,448.94,433.66
1992-05-04,453.62,1.01,64362,454.86,456.24,445.38
1992-05-05,449.21,0.78,49359,447.42,455.36,439.96
1992-05-06,449.96,0.54,33687,449.78,454.08,446.39
1992-05-07,454.65,0.52,34414,452.86,457.05,449.55
1992-05-08,468.11,0.85,48634,461.05,468.42,454.65
1992-05-11,491.5,0.61,30950,483.29,491.5,468.11
1992-05-12,506.53,0.65,33278,502.8,506.68,491.5
1992-05-13,514.04,0.65,33897,505.27,517.86,499.4
1992-05-14,523.36,0.6,33010,514.48,523.5,511.91
1992-05-15,544.35,0.75,63283,529.39,544.56,523.36
1992-05-18,571.82,0.61,29992,560.09,571.85,544.35
1992-05-19,598.11,0.59,47790,590.41,598.11,571.82
1992-05-20,616.99,1.19,65646,617.28,623.88,598.11
1992-05-21,1266.49,1.81,89657,1260.32,1334.98,604.01
1992-05-22,1339.99,2.04,93725,1306.37,1349.71,1262.44
1992-05-25,1421.57,2.22,88969,1411.98,1428.79,1339.99
1992-05-26,1301.35,1.49,68128,1332.39,1429.01,1291.0
1992-05-27,1193.17,1.39,64528,1250.56,1285.61,823.36
1992-05-28,1160.17,1.17,48389,1123.04,1184.18,1114.94
1992-05-29,1234.71,1.36,51615,1243.65,1253.37,1154.01
1992-06-01,1183.24,1.05,39394,1175.69,1249.58,1129.28
1992-06-02,1141.02,0.85,34033,1155.88,1184.28,1138.58
1992-06-03,1059.07,0.92,41002,1075.9,1141.02,1033.47
1992-06-04,1104.46,0.94,43184,1087.49,1118.93,1050.45
1992-06-05,1105.76,1.01,44007,1125.01,1143.07,1099.91
1992-06-08,1093.46,0.66,28747,1092.07,1121.41,1085.19
1992-06-09,1126.62,0.82,35100,1116.92,1144.39,1079.65
1992-06-10,1187.02,1.55,58732,1199.23,1206.51,1134.73
1992-06-11,1178.3,1.08,34897,1179.28,1188.68,1172.09
1992-06-12,1171.71,1.18,47202,1164.12,1178.3,1153.97
1992-06-15,1171.85,0.93,37747,1174.41,1181.86,1152.69
1992-06-16,1166.7,0.93,35158,1171.75,1171.75,1164.24
1992-06-17,1169.57,0.91,34755,1171.29,1186.59,1166.26
1992-06-18,1168.43,0.65,29101,1167.16,1172.86,1158.32
1992-06-19,1171.94,0.61,25146,1169.97,1171.94,1161.8
1992-06-22,1169.9,0.71,27924,1173.68,1180.21,1165.74
1992-06-23,1158.17,0.56,19490,1162.83,1172.46,1154.62
1992-06-24,1151.06,0.45,16975,1150.89,1158.17,1144.46
1992-06-25,1160.23,0.59,19846,1153.48,1160.23,1148.02
1992-06-26,1164.67,0.92,29061,1164.29,1207.82,1160.23
1992-06-29,1169.51,1.15,53610,1168.89,1173.49,1156.68
1992-06-30,1191.19,1.6,58976,1186.62,1193.16,1169.51
1992-07-01,1194.18,1.23,58330,1199.54,1215.13,1182.05
1992-07-02,1187.48,1.01,46512,1187.3,1198.66,1179.86
1992-07-03,1189.16,1.9,75245,1189.09,1193.39,1183.96
1992-07-06,1201.01,1.96,63782,1197.76,1215.24,1190.27
1992-07-07,1206.46,2.05,68826,1201.01,1206.91,1195.81
1992-07-08,1185.5,1.39,68043,1192.37,1211.27,1182.72
1992-07-09,1178.53,1.31,53216,1172.44,1187.18,1168.78
1992-07-10,1188.62,1.34,58149,1175.14,1192.98,1166.45
1992-07-13,1136.33,1.23,51595,1156.83,1198.9,1131.21
1992-07-14,1114.05,0.95,44462,1124.65,1139.96,1110.19
1992-07-15,1107.69,1.22,44812,1107.18,1135.57,1100.16
1992-07-16,1124.64,1.51,50464,1114.13,1214.83,1108.23
1992-07-17,1125.56,1.16,62671,1121.49,1134.32,1116.14
1992-07-20,1098.82,0.67,31699,1100.6,1126.96,1094.81
1992-07-21,1082.39,0.66,35912,1087.61,1096.49,1079.75
1992-07-22,1035.66,1.06,47347,1059.22,1081.81,1034.91
1992-07-23,1014.57,1.37,77014,1020.07,1033.75,961.61
1992-07-24,1142.02,1.0,57155,1165.89,1178.9,1014.08
1992-07-27,1149.33,1.22,59560,1169.42,1178.81,1108.05
1992-07-28,1105.95,1.06,78387,1126.88,1148.63,1102.02
1992-07-29,1087.12,0.85,68987,1078.31,1108.06,1047.03
1992-07-30,1057.4,0.89,99108,1067.45,1087.36,1043.79
1992-07-31,1052.07,0.77,87149,1045.67,1052.07,1032.54
1992-08-03,1031.55,0.74,60103,1034.7,1060.36,1026.83
1992-08-04,1035.63,0.63,52472,1018.3,1036.33,1016.16
1992-08-05,1012.55,0.76,61146,1015.76,1038.3,1011.66
1992-08-06,1002.17,1.08,72555,988.38,1010.76,983.22
1992-08-07,1005.23,1.02,78256,1003.22,1006.11,995.71
1992-08-10,964.09,1.11,81781,992.73,1006.64,956.55
1992-08-11,863.41,1.54,106999,926.81,961.61,797.6
1992-08-12,781.21,1.89,144831,675.0,843.3,627.36
1992-08-13,850.94,1.71,115594,797.17,890.06,745.62
1992-08-14,858.38,1.59,104407,857.1,900.51,818.12
1992-08-17,939.46,1.9,113357,898.66,940.76,858.38
1992-08-18,933.44,2.59,148494,954.89,999.69,921.98
1992-08-19,939.51,1.32,75952,920.66,951.16,888.23
1992-08-20,932.32,1.77,160565,930.7,946.73,918.65
1992-08-21,916.25,1.9,170567,916.99,938.37,912.89
1992-08-24,884.1,1.55,99347,888.95,920.85,881.33
1992-08-25,849.57,1.35,84662,868.1,887.49,848.05
1992-08-26,877.25,1.53,126153,841.42,877.25,827.36
1992-08-27,863.77,0.9,54258,874.75,880.02,861.64
1992-08-28,848.2,0.96,74884,851.6,866.98,825.01
1992-08-31,823.27,0.78,54296,833.5,848.4,823.02
1992-09-01,824.96,0.88,78694,826.96,832.84,807.37
1992-09-02,787.67,1.4,93924,803.83,826.68,783.96
1992-09-03,764.11,2.07,163730,749.22,781.33,742.74
1992-09-04,753.58,1.31,98772,759.54,776.18,749.46
1992-09-07,702.83,1.35,87105,745.69,788.15,700.79
1992-09-08,640.12,1.31,100634,653.36,702.83,595.42
1992-09-09,635.74,1.32,111908,613.44,643.77,608.06
1992-09-10,692.78,1.43,113109,643.21,695.18,622.01
1992-09-11,776.29,1.66,117294,773.22,789.18,719.39
1992-09-14,734.98,1.96,137270,762.82,793.36,714.93
1992-09-15,738.16,1.58,119373,727.11,751.22,694.32
1992-09-16,769.04,2.03,143926,762.29,776.68,738.16
1992-09-17,761.72,1.45,94181,770.65,779.56,751.08
1992-09-18,754.4,0.82,61707,715.89,761.72,715.89
1992-09-21,733.44,1.17,81728,740.97,760.13,730.3
1992-09-22,722.7,0.91,69552,730.71,736.9,716.23
1992-09-23,712.37,0.83,65590,719.41,725.59,708.5
1992-09-24,730.57,0.93,77787,720.51,735.49,709.63
1992-09-25,729.79,0.76,76536,730.28,735.75,723.56
1992-09-28,724.7,0.41,42557,724.45,729.79,721.19
1992-09-29,710.63,0.82,64830,719.99,728.42,707.82
1992-09-30,702.32,0.97,89778,703.63,710.63,698.91
1992-10-05,679.62,1.1,94116,676.47,702.32,668.9
1992-10-06,674.24,0.98,71613,682.92,692.62,664.27
1992-10-07,665.26,0.61,53830,676.56,676.84,664.43
1992-10-08,643.69,0.96,84532,648.96,671.67,640.22
1992-10-09,660.29,1.15,93947,664.44,668.73,643.68
1992-10-12,690.57,1.5,110752,687.45,713.77,661.99
1992-10-13,673.99,1.58,112238,694.1,701.3,669.56
