open_time,open,high,low,close,volume,close_time,quote_asset_volume
2025-11-07,2.7342,3.2778,2.7203,3.163,126303306.0,2025-11-07 23:59:59.999,383161593.15975
2025-11-08,3.163,3.2383,2.9714,3.0798,35597701.1,2025-11-08 23:59:59.999,110441650.07884
2025-11-09,3.0798,3.2567,2.932,3.2333,33633839.0,2025-11-09 23:59:59.999,104167531.25944
2025-11-10,3.2332,3.3496,3.176,3.2956,33165095.0,2025-11-10 23:59:59.999,107651810.21002
2025-11-11,3.2956,3.3769,3.0675,3.0893,30399790.8,2025-11-11 23:59:59.999,97385780.25717
2025-11-12,3.0894,3.1982,2.9829,3.0335,30242522.0,2025-11-12 23:59:59.999,93398073.89086
2025-11-13,3.0334,3.1631,2.8629,2.9774,37679433.4,2025-11-13 23:59:59.999,113906853.61733
2025-11-14,2.9774,3.1344,2.8052,2.9182,43829561.9,2025-11-14 23:59:59.999,129741981.58142
2025-11-15,2.9183,3.0249,2.888,2.9241,21505752.8,2025-11-15 23:59:59.999,63326815.50635
2025-11-16,2.924,2.9732,2.7415,2.8291,24584778.3,2025-11-16 23:59:59.999,70197885.17709
2025-11-17,2.8291,2.9529,2.68,2.7507,30007809.0,2025-11-17 23:59:59.999,84834997.9327
2025-11-18,2.7507,2.9671,2.7092,2.9118,27495764.4,2025-11-18 23:59:59.999,78525701.61227
2025-11-19,2.9117,2.9295,2.71,2.8834,25611073.0,2025-11-19 23:59:59.999,72598604.87849
2025-11-20,2.8833,3.0579,2.7292,2.7414,37322720.6,2025-11-20 23:59:59.999,108259774.33168
2025-11-21,2.7416,2.8244,2.329,2.3916,63207361.5,2025-11-21 23:59:59.999,159960391.81978
2025-11-22,2.3916,2.4062,2.2793,2.3256,34700617.8,2025-11-22 23:59:59.999,80951496.08487
2025-11-23,2.3255,2.3762,2.3061,2.3377,19483149.6,2025-11-23 23:59:59.999,45653752.94666
2025-11-24,2.3378,2.3888,2.23,2.3414,35003866.3,2025-11-24 23:59:59.999,80809174.60349
2025-11-25,2.3412,2.3617,2.19,2.2916,37227452.9,2025-11-25 23:59:59.999,84197945.88797
2025-11-26,2.2916,2.2988,2.1462,2.2696,34211476.1,2025-11-26 23:59:59.999,76666115.52865
2025-11-27,2.2697,2.3486,2.2241,2.2632,23705748.2,2025-11-27 23:59:59.999,54161111.70858
2025-11-28,2.2631,2.2705,2.1047,2.1558,46546262.2,2025-11-28 23:59:59.999,101223504.00647
2025-11-29,2.1559,2.16,1.968,2.0366,47724339.0,2025-11-29 23:59:59.999,97894049.69657
2025-11-30,2.0366,2.0541,1.976,1.9828,31056193.2,2025-11-30 23:59:59.999,62707780.71738
2025-12-01,1.9827,1.9843,1.8096,1.8675,69830958.6,2025-12-01 23:59:59.999,129674775.45861
2025-12-02,1.8676,2.0077,1.8383,1.9682,51707932.6,2025-12-02 23:59:59.999,99769941.9372
2025-12-03,1.9682,2.0414,1.9501,2.0194,35650405.6,2025-12-03 23:59:59.999,71223020.77893
2025-12-04,2.0194,2.0369,1.9139,1.9352,33229781.1,2025-12-04 23:59:59.999,65888177.43963
2025-12-05,1.935,1.954,1.7107,1.7473,66328735.4,2025-12-05 23:59:59.999,119883538.95042
2025-12-06,1.7472,1.8151,1.6873,1.7556,54725176.5,2025-12-06 23:59:59.999,95165637.1806
2025-12-07,1.7557,1.7741,1.6523,1.7071,55035644.6,2025-12-07 23:59:59.999,94497229.61026
2025-12-08,1.7072,1.8108,1.6805,1.7905,43787156.4,2025-12-08 23:59:59.999,77164339.69285
2025-12-09,1.7905,1.9216,1.7268,1.885,48193719.9,2025-12-09 23:59:59.999,87652879.1243
2025-12-10,1.885,1.9124,1.7672,1.7767,49684637.5,2025-12-10 23:59:59.999,90506193.0616
2025-12-11,1.7767,1.7794,1.6796,1.7245,46394759.1,2025-12-11 23:59:59.999,79603573.08513
2025-12-12,1.7246,1.7358,1.5968,1.6315,46949035.9,2025-12-12 23:59:59.999,78254966.51225
2025-12-13,1.6315,1.709,1.6241,1.6978,35884366.6,2025-12-13 23:59:59.999,59941128.32985
2025-12-14,1.6979,1.7013,1.5947,1.6142,28258758.0,2025-12-14 23:59:59.999,46733778.03561
2025-12-15,1.6141,1.6704,1.5215,1.5712,46079395.8,2025-12-15 23:59:59.999,73317514.23164
2025-12-16,1.5712,1.6059,1.5368,1.5909,30254955.5,2025-12-16 23:59:59.999,47682059.94338
2025-12-17,1.5908,1.6417,1.4766,1.5003,44935256.2,2025-12-17 23:59:59.999,69669482.62629
2025-12-18,1.5004,1.5669,1.413,1.4495,51428756.4,2025-12-18 23:59:59.999,76343775.86465
2025-12-19,1.4496,1.6623,1.4217,1.6375,54695251.3,2025-12-19 23:59:59.999,85541311.94476
2025-12-20,1.6374,1.6981,1.5909,1.6108,35872800.8,2025-12-20 23:59:59.999,58791838.03453
2025-12-21,1.6109,1.6564,1.5473,1.5729,31420776.9,2025-12-21 23:59:59.999,50036579.04755
2025-12-22,1.5728,1.6662,1.5543,1.6203,37726438.9,2025-12-22 23:59:59.999,61189275.4325
2025-12-23,1.6203,1.6414,1.556,1.612,35342091.0,2025-12-23 23:59:59.999,56519601.11146
2025-12-24,1.612,1.645,1.5534,1.641,26314964.9,2025-12-24 23:59:59.999,41909112.19944
2025-12-25,1.641,1.6879,1.588,1.5913,28856652.3,2025-12-25 23:59:59.999,47547879.81051
2025-12-26,1.5912,1.7206,1.5884,1.68,33808712.3,2025-12-26 23:59:59.999,56549765.73545
2025-12-27,1.68,1.7648,1.6737,1.7545,26523531.7,2025-12-27 23:59:59.999,45694616.15503
2025-12-28,1.7545,1.7572,1.6949,1.7256,17418390.2,2025-12-28 23:59:59.999,30154574.55471
2025-12-29,1.7256,1.8046,1.6729,1.6763,34993366.1,2025-12-29 23:59:59.999,60594915.50384
2025-12-30,1.6763,1.7542,1.6666,1.7159,28376582.1,2025-12-30 23:59:59.999,48554038.78055
2025-12-31,1.716,1.74,1.6418,1.6587,29341465.9,2025-12-31 23:59:59.999,49739745.67485
2026-01-01,1.6587,1.872,1.6515,1.8636,38757624.2,2026-01-01 23:59:59.999,68934187.60608
2026-01-02,1.8637,1.9094,1.808,1.9039,34192694.8,2026-01-02 23:59:59.999,63594669.49274
2026-01-03,1.9039,1.9325,1.8467,1.8995,16782972.4,2026-01-03 23:59:59.999,31753208.40733
2026-01-04,1.8995,1.9572,1.8945,1.9397,19981184.9,2026-01-04 23:59:59.999,38405650.62064
2026-01-05,1.9396,1.9869,1.8961,1.9635,25163418.5,2026-01-05 23:59:59.999,48854123.05949
2026-01-06,1.9636,2.011,1.8625,1.9587,33531713.3,2026-01-06 23:59:59.999,65129834.81046
2026-01-07,1.9589,1.9601,1.8609,1.8852,28907338.2,2026-01-07 23:59:59.999,55148251.04896
2026-01-08,1.8852,1.896,1.7678,1.8169,27542542.2,2026-01-08 23:59:59.999,50250961.03805
2026-01-09,1.817,1.8416,1.7707,1.8242,23663300.1,2026-01-09 23:59:59.999,42760400.59419
