open_time,open,high,low,close,volume,close_time,quote_asset_volume
2025-11-07,0.4184,0.5367,0.4179,0.5169,59002101.6,2025-11-07 23:59:59.999,27919537.02664
2025-11-08,0.5167,0.5413,0.4806,0.4995,37069586.6,2025-11-08 23:59:59.999,18723798.59942
2025-11-09,0.4996,0.5002,0.4651,0.4841,24194019.3,2025-11-09 23:59:59.999,11611256.81037
2025-11-10,0.4841,0.4963,0.4703,0.4896,21486719.3,2025-11-10 23:59:59.999,10420623.81809
2025-11-11,0.4897,0.4997,0.4511,0.4522,25432933.0,2025-11-11 23:59:59.999,12091343.30115
2025-11-12,0.4523,0.484,0.4406,0.4458,28222260.4,2025-11-12 23:59:59.999,13026206.95614
2025-11-13,0.4458,0.4571,0.4102,0.4224,35700219.2,2025-11-13 23:59:59.999,15664446.39666
2025-11-14,0.4225,0.435,0.4045,0.4128,35717309.5,2025-11-14 23:59:59.999,15035890.36148
2025-11-15,0.413,0.4315,0.4115,0.4214,13999769.9,2025-11-15 23:59:59.999,5902678.70333
2025-11-16,0.4213,0.4227,0.3895,0.4034,27915825.3,2025-11-16 23:59:59.999,11293775.44815
2025-11-17,0.4035,0.4232,0.3885,0.3934,30860441.8,2025-11-17 23:59:59.999,12500130.82668
2025-11-18,0.3935,0.4151,0.3881,0.408,26702071.6,2025-11-18 23:59:59.999,10727686.65453
2025-11-19,0.408,0.416,0.3782,0.4001,33402427.2,2025-11-19 23:59:59.999,13277618.43314
2025-11-20,0.4001,0.4117,0.3678,0.3762,35836710.3,2025-11-20 23:59:59.999,13948037.03445
2025-11-21,0.3761,0.386,0.3295,0.3511,61451891.2,2025-11-21 23:59:59.999,21752311.18719
2025-11-22,0.3511,0.3533,0.332,0.3457,27893241.0,2025-11-22 23:59:59.999,9522514.81434
2025-11-23,0.3456,0.364,0.3432,0.3552,17835048.1,2025-11-23 23:59:59.999,6362015.61226
2025-11-24,0.3552,0.3723,0.348,0.3665,22867809.3,2025-11-24 23:59:59.999,8202296.50453
2025-11-25,0.3665,0.373,0.3554,0.3697,15051961.3,2025-11-25 23:59:59.999,5490070.61629
2025-11-26,0.3697,0.3747,0.3524,0.3683,15130084.4,2025-11-26 23:59:59.999,5503995.31958
2025-11-27,0.3682,0.3755,0.3641,0.3694,13537675.5,2025-11-27 23:59:59.999,4992221.05123
2025-11-28,0.3694,0.3741,0.3503,0.3553,23816034.9,2025-11-28 23:59:59.999,8641815.02612
2025-11-29,0.3553,0.36,0.3479,0.3505,13368157.5,2025-11-29 23:59:59.999,4731780.89319
2025-11-30,0.3506,0.3562,0.3339,0.3343,25727087.4,2025-11-30 23:59:59.999,8874205.46714
2025-12-01,0.3343,0.3361,0.3012,0.3122,40266843.4,2025-12-01 23:59:59.999,12615622.05469
2025-12-02,0.3121,0.348,0.3093,0.3398,23014375.3,2025-12-02 23:59:59.999,7541557.81634
2025-12-03,0.3398,0.3543,0.3386,0.3504,17355546.0,2025-12-03 23:59:59.999,6024671.71119
2025-12-04,0.3503,0.3543,0.3343,0.3396,14519072.0,2025-12-04 23:59:59.999,5027058.30335
2025-12-05,0.3396,0.3474,0.3224,0.331,20417598.8,2025-12-05 23:59:59.999,6833877.03438
2025-12-06,0.331,0.3448,0.329,0.3415,9602008.4,2025-12-06 23:59:59.999,3223017.00739
2025-12-07,0.3414,0.345,0.3246,0.3302,18974818.4,2025-12-07 23:59:59.999,6356293.01599
2025-12-08,0.3303,0.3502,0.3279,0.3459,18309815.8,2025-12-08 23:59:59.999,6253384.60751
2025-12-09,0.3457,0.3685,0.3376,0.3562,21251931.5,2025-12-09 23:59:59.999,7516879.48528
2025-12-10,0.3563,0.3633,0.3445,0.3473,23145080.3,2025-12-10 23:59:59.999,8146033.19505
2025-12-11,0.3473,0.354,0.3297,0.3444,33283179.4,2025-12-11 23:59:59.999,11249473.88261
2025-12-12,0.3445,0.3656,0.3353,0.3433,36298854.0,2025-12-12 23:59:59.999,12767937.20303
2025-12-13,0.3433,0.3596,0.3433,0.3563,17222436.5,2025-12-13 23:59:59.999,6074673.50323
2025-12-14,0.3563,0.3573,0.3322,0.3363,14278338.5,2025-12-14 23:59:59.999,4913055.18808
2025-12-15,0.3362,0.3478,0.311,0.3213,28971622.9,2025-12-15 23:59:59.999,9552637.0177
2025-12-16,0.3213,0.3314,0.3173,0.3254,18692079.9,2025-12-16 23:59:59.999,6065669.8879
2025-12-17,0.3255,0.3328,0.2976,0.2996,45938309.6,2025-12-17 23:59:59.999,14572961.99722
2025-12-18,0.2996,0.3081,0.2741,0.2769,37624805.5,2025-12-18 23:59:59.999,11005350.43916
2025-12-19,0.277,0.3066,0.2707,0.3004,32039708.3,2025-12-19 23:59:59.999,9185076.95449
2025-12-20,0.3003,0.3036,0.2905,0.2926,13817423.2,2025-12-20 23:59:59.999,4079742.54532
2025-12-21,0.2926,0.2948,0.2748,0.2781,21103093.4,2025-12-21 23:59:59.999,5971698.74083
2025-12-22,0.2781,0.289,0.2725,0.2783,27857261.9,2025-12-22 23:59:59.999,7816588.24539
2025-12-23,0.2784,0.2818,0.2644,0.2736,19306061.2,2025-12-23 23:59:59.999,5261964.4811
2025-12-24,0.2736,0.2822,0.2657,0.273,23836059.0,2025-12-24 23:59:59.999,6480997.83878
2025-12-25,0.273,0.282,0.2594,0.2608,30766455.0,2025-12-25 23:59:59.999,8378290.4322
2025-12-26,0.2608,0.2718,0.2538,0.2601,27541974.3,2025-12-26 23:59:59.999,7217686.27126
2025-12-27,0.2601,0.277,0.2583,0.2766,16596766.3,2025-12-27 23:59:59.999,4419321.31629
2025-12-28,0.2765,0.2811,0.2695,0.275,17508778.4,2025-12-28 23:59:59.999,4821312.41954
2025-12-29,0.2751,0.2798,0.2659,0.2671,23403524.6,2025-12-29 23:59:59.999,6381587.69101
2025-12-30,0.267,0.2777,0.2639,0.2709,23764236.5,2025-12-30 23:59:59.999,6452539.61571
2025-12-31,0.2709,0.2717,0.2599,0.2636,17101791.6,2025-12-31 23:59:59.999,4553224.7414
2026-01-01,0.2636,0.2818,0.2621,0.2797,17958122.5,2026-01-01 23:59:59.999,4881283.56192
2026-01-02,0.2798,0.2914,0.2772,0.2898,26619977.4,2026-01-02 23:59:59.999,7537544.17285
2026-01-03,0.2897,0.2965,0.2841,0.2905,18269922.8,2026-01-03 23:59:59.999,5289297.20892
2026-01-04,0.2905,0.3021,0.2884,0.3004,24122167.2,2026-01-04 23:59:59.999,7105618.88367
2026-01-05,0.3004,0.326,0.2963,0.3215,30104506.2,2026-01-05 23:59:59.999,9244580.69608
2026-01-06,0.3215,0.3316,0.3057,0.3215,33762598.1,2026-01-06 23:59:59.999,10854170.12749
2026-01-07,0.3215,0.3221,0.3012,0.3049,21640744.0,2026-01-07 23:59:59.999,6698623.16638
2026-01-08,0.305,0.3078,0.2935,0.3037,23936904.4,2026-01-08 23:59:59.999,7207174.07152
2026-01-09,0.3037,0.3134,0.2985,0.3021,20337683.5,2026-01-09 23:59:59.999,6199218.67282
2026-01-10,0.3021,0.31,0.296,0.3004,11282093.0,2026-01-10 23:59:59.999,3419031.86088
2026-01-11,0.3004,0.3032,0.2903,0.2952,11622397.4,2026-01-11 23:59:59.999,3470685.88738
2026-01-12,0.2953,0.3046,0.2842,0.2884,20113854.7,2026-01-12 23:59:59.999,5883150.04098
2026-01-13,0.2883,0.3282,0.288,0.3225,30726562.4,2026-01-13 23:59:59.999,9504671.71295
2026-01-14,0.3226,0.3278,0.3101,0.3128,22152256.0,2026-01-14 23:59:59.999,7070143.85618
2026-01-15,0.3129,0.3238,0.2974,0.3029,27198912.3,2026-01-15 23:59:59.999,8441245.21975
2026-01-16,0.3029,0.3155,0.3002,0.3134,20162209.7,2026-01-16 23:59:59.999,6218204.29231
2026-01-17,0.3133,0.3688,0.3121,0.3444,75376368.0,2026-01-17 23:59:59.999,25877333.19518
2026-01-18,0.3443,0.368,0.3188,0.3199,61861170.9,2026-01-18 23:59:59.999,21105190.44705
2026-01-19,0.3199,0.3355,0.29,0.3219,48729843.4,2026-01-19 23:59:59.999,15321540.26709
2026-01-20,0.3219,0.3244,0.2914,0.2941,34928316.2,2026-01-20 23:59:59.999,10751553.35757
2026-01-21,0.2941,0.3167,0.2916,0.305,34856130.5,2026-01-21 23:59:59.999,10616393.00709
2026-01-22,0.305,0.319,0.2955,0.3018,22446942.9,2026-01-22 23:59:59.999,6891256.84843
2026-01-23,0.3019,0.3153,0.2942,0.3,21114342.1,2026-01-23 23:59:59.999,6411259.39974
2026-01-24,0.2999,0.3013,0.2912,0.2952,10561960.2,2026-01-24 23:59:59.999,3127384.88963
2026-01-25,0.2952,0.2952,0.2658,0.2723,24193626.8,2026-01-25 23:59:59.999,6772190.92783
