STAT_DATE,ETF_TYPE,SEC_CODE,NUM,SEC_NAME,TOT_VOL
2025-10-29,单市,510010,1,治理ETF,13052.44
2025-10-29,单市,510020,2,超大ETF,4084.8
2025-10-29,单市,510030,3,价值ETF,15422.98
2025-10-29,单市,510040,4,上证180E,3648
2025-10-29,单市,510050,5,50ETF,5854206.68
2025-10-29,单市,510060,6,央企ETF,4395.92
2025-10-29,单市,510090,7,ESG建信,2908.11
2025-10-29,单市,510100,8,SZ50ETF,140990.68
2025-10-29,单市,510130,9,中盘ETF,3708.51
2025-10-29,单市,510150,10,消费ETF,298317.86
2025-10-29,单市,510160,11,产业升级,23205.74
2025-10-29,单市,510170,12,商品ETF,24491.48
2025-10-29,单市,510180,13,180ETF,567005.77
2025-10-29,单市,510190,14,上证50基,3615.08
2025-10-29,单市,510200,15,上证券商,15538.55
2025-10-29,单市,510210,16,综指ETF,455619.26
2025-10-29,单市,510230,17,金融ETF,343780.8
2025-10-29,单市,510270,18,国企ETF,1683.21
2025-10-29,单市,510290,19,380ETF,6844.89
2025-10-29,跨市,510300,20,300ETF,8958738.77
2025-10-29,跨市,510310,21,HS300ETF,6688414.4
2025-10-29,跨市,510320,22,300中金,43606.85
2025-10-29,跨市,510330,23,华夏300,4748064.98
2025-10-29,跨市,510350,24,工银300,81011.47
2025-10-29,跨市,510360,25,广发300,257338.12
2025-10-29,跨市,510370,26,兴业300,13525.81
2025-10-29,跨市,510380,27,国寿300,132080.24
2025-10-29,跨市,510390,28,平安300,10415
2025-10-29,单市,510410,29,资源ETF,37525.84
2025-10-29,跨市,510500,30,500ETF,1833176.86
2025-10-29,跨市,510510,31,广发500,87503.83
2025-10-29,跨市,510530,32,工银500,4647.94
2025-10-29,跨市,510550,33,方正500,1974.33
2025-10-29,跨市,510560,34,国寿500,12031.87
2025-10-29,跨市,510570,35,兴业500,2056.06
2025-10-29,跨市,510580,36,ZZ500ETF,77656.83
2025-10-29,跨市,510590,37,平安500,11678.61
2025-10-29,单市,510600,38,沪50ETF,1181.51
2025-10-29,单市,510630,39,消费30,54736.15
2025-10-29,单市,510650,40,金融行业,945.25
2025-10-29,单市,510660,41,医药行业,3387.97
2025-10-29,单市,510670,42,N180指,13049.3
2025-10-29,单市,510680,43,万家50,2052.47
2025-10-29,单市,510710,44,上50ETF,12111.89
2025-10-29,单市,510720,45,红利国泰,207576.6
2025-10-29,单市,510760,46,上证ETF,154450.37
2025-10-29,单市,510770,47,G60创新,2161.07
2025-10-29,单市,510800,48,上证50,25957.6
2025-10-29,单市,510810,49,上海国企,804019.37
2025-10-29,单市,510850,50,工银上50,6949.89
2025-10-29,单市,510880,51,红利ETF,564467.57
2025-10-29,跨境,510900,52,H股ETF,683302.19
2025-10-29,单市,510950,53,上证广发,8295
2025-10-29,单市,510980,54,上证综合,26079.8
2025-10-29,单市,510990,55,ESG180,4294.86
2025-10-29,单市,511010,56,国债ETF,1584.63
2025-10-29,单市,511020,57,活跃国债,1338.25
2025-10-29,单市,511030,58,公司债,21987.07
