STAT_DATE,ETF_TYPE,SEC_CODE,NUM,SEC_NAME,TOT_VOL
2025-07-14,单市,510010,1,治理ETF,14552.44
2025-07-14,单市,510020,2,超大ETF,4304.8
2025-07-14,单市,510030,3,价值ETF,16322.98
2025-07-14,单市,510040,4,上证180E,5448
2025-07-14,单市,510050,5,50ETF,5856816.68
2025-07-14,单市,510060,6,央企ETF,4695.92
2025-07-14,单市,510090,7,ESG建信,3108.11
2025-07-14,单市,510100,8,SZ50ETF,155210.68
2025-07-14,单市,510130,9,中盘ETF,3868.51
2025-07-14,单市,510150,10,消费ETF,295917.86
2025-07-14,单市,510160,11,产业升级,26405.74
2025-07-14,单市,510170,12,商品ETF,16491.48
2025-07-14,单市,510180,13,180ETF,570655.77
2025-07-14,单市,510190,14,上证50基,4365.08
2025-07-14,单市,510200,15,上证券商,10938.55
2025-07-14,单市,510210,16,综指ETF,404319.26
2025-07-14,单市,510230,17,金融ETF,359780.8
2025-07-14,单市,510270,18,国企ETF,1483.21
2025-07-14,单市,510290,19,380ETF,7844.89
2025-07-14,跨市,510300,20,300ETF,9293178.77
2025-07-14,跨市,510310,21,HS300ETF,6790474.4
2025-07-14,跨市,510320,22,300中金,45706.85
2025-07-14,跨市,510330,23,XD华夏,4780824.98
2025-07-14,跨市,510350,24,工银300,87581.47
2025-07-14,跨市,510360,25,广发300,424438.12
2025-07-14,跨市,510370,26,兴业300,11125.81
2025-07-14,跨市,510380,27,国寿300,135080.24
2025-07-14,跨市,510390,28,平安300,12935
2025-07-14,单市,510410,29,资源ETF,37225.84
2025-07-14,跨市,510500,30,500ETF,1896776.86
2025-07-14,跨市,510510,31,广发500,99903.83
2025-07-14,跨市,510530,32,工银500,5497.94
2025-07-14,跨市,510550,33,方正500,1574.33
2025-07-14,跨市,510560,34,国寿500,12631.87
2025-07-14,跨市,510570,35,兴业500,2306.06
2025-07-14,跨市,510580,36,ZZ500ETF,91736.83
2025-07-14,跨市,510590,37,平安500,8838.61
2025-07-14,单市,510600,38,沪50ETF,1481.51
2025-07-14,单市,510630,39,消费30,47836.15
2025-07-14,单市,510650,40,金融行业,1195.25
2025-07-14,单市,510660,41,医药行业,3637.97
2025-07-14,单市,510680,42,万家50,2742.47
2025-07-14,单市,510710,43,上50ETF,14901.89
2025-07-14,单市,510720,44,红利国泰,161576.6
2025-07-14,单市,510760,45,上证ETF,178450.37
2025-07-14,单市,510770,46,G60创新,2761.07
2025-07-14,单市,510800,47,上证50,35657.6
2025-07-14,单市,510810,48,上海国企,939999.37
2025-07-14,单市,510850,49,工银上50,6049.89
2025-07-14,单市,510880,50,红利ETF,565867.57
2025-07-14,跨境,510900,51,H股ETF,794602.19
2025-07-14,单市,510950,52,上证广发,5745
2025-07-14,单市,510980,53,上证综合,20379.8
2025-07-14,单市,510990,54,ESG180,5094.86
2025-07-14,单市,511010,55,国债ETF,2117.63
2025-07-14,单市,511020,56,活跃国债,1270.75
2025-07-14,单市,511030,57,公司债,20876.07
2025-07-14,单市,511060,58,5年地债,882.63
2025-07-14,单市,511070,59,沪公司债,22053.1
2025-07-14,单市,511090,60,30年国债,14434.81
2025-07-14,单市,511100,61,基准国债,353.05
2025-07-14,单市,511110,62,公司债易,22890.96
2025-07-14,单市,511130,63,国债30年,8129.97
2025-07-14,单市,511160,64,国债东财,6264.09
2025-07-14,单市,511180,65,上证转债,54405.97
2025-07-14,单市,511190,66,信用债,14104.43
2025-07-14,单市,511200,67,信用债基,21948.75
2025-07-14,单市,511220,68,城投ETF,214368.14
2025-07-14,单市,511260,69,十年国债,11003.65
2025-07-14,单市,511270,70,10年地债,2192.75
2025-07-14,单市,511360,71,短融ETF,46116.86
2025-07-14,单市,511380,72,转债ETF,305088.67
2025-07-14,单市,511520,73,政金债,45642.65
2025-07-14,单市,511580,74,国债政金,356.28
2025-07-14,跨市,512000,75,券商ETF,2150581.77
2025-07-14,跨市,512010,76,医药ETF,5424269.49
2025-07-14,跨市,512020,77,A500,322401.27
2025-07-14,跨市,512040,78,国信价值,135271.59
2025-07-14,跨市,512050,79,A500E,1531399.22
2025-07-14,跨市,512070,80,证券保险,945047.97
2025-07-14,跨市,512080,81,A500中金,120218.61
2025-07-14,跨市,512090,82,MSCI易基,24359.23
2025-07-14,跨市,512100,83,1000ETF,2546921.76
2025-07-14,跨市,512120,84,医药50,81424.19
2025-07-14,跨市,512130,85,现金全指,7489.5
2025-07-14,跨市,512150,86,A50ETF,6707.34
2025-07-14,跨市,512160,87,MSCI基金,22977.78
2025-07-14,跨市,512170,88,医疗ETF,7700582.05
2025-07-14,跨市,512180,89,建信MSCI,6404.8
2025-07-14,跨市,512190,90,之江凤凰,2791.84
2025-07-14,跨市,512200,91,地产ETF,460934.79
2025-07-14,跨市,512220,92,TMTETF,22796.76
2025-07-14,跨市,512240,93,A50龙头,3218.6
2025-07-14,跨市,512250,94,A50指数E,1310.01
2025-07-14,跨市,512260,95,500低波,3729.77
2025-07-14,跨市,512280,96,景顺MSCI,2200.57
2025-07-14,跨市,512290,97,生物医药,352682.07
2025-07-14,跨市,512330,98,信息ETF,54118.8
2025-07-14,跨市,512360,99,MSCI国际,4233.77
2025-07-14,跨市,512380,100,MSCI中国,8780.56
2025-07-14,跨市,512390,101,MSCI低波,16568.2
2025-07-14,跨市,512400,102,有色ETF,442253.9
2025-07-14,跨市,512480,103,半导体,2414900.36
2025-07-14,跨市,512500,104,中证500,422720.88
2025-07-14,跨市,512510,105,ETF500,55642.98
2025-07-14,跨市,512520,106,MSCIETF,6005.64
2025-07-14,跨市,512530,107,300红利,12850.2
2025-07-14,跨市,512550,108,A50基金,19590.6
2025-07-14,跨市,512560,109,中证军工,94912.7
2025-07-14,跨市,512570,110,中证证券,114380.61
2025-07-14,跨市,512580,111,环保ETF,121587.17
2025-07-14,跨市,512600,112,必选消费,70675.61
2025-07-14,跨市,512640,113,金融地产,2974.09
2025-07-14,跨市,512650,114,长三角,37494.16
2025-07-14,跨市,512660,115,军工ETF,1476308
2025-07-14,跨市,512670,116,国防ETF,860965.26
2025-07-14,跨市,512680,117,军工基金,488573.01
2025-07-14,跨市,512690,118,酒ETF,2436595.02
2025-07-14,跨市,512700,119,银行基金,95308.1
2025-07-14,跨市,512710,120,军工龙头,1966665.84
2025-07-14,跨市,512720,121,计算机,121045.34
2025-07-14,跨市,512730,122,银行FUND,6108.39
2025-07-14,跨市,512750,123,基本面50,6455.49
2025-07-14,跨市,512760,124,芯片ETF,1012952.28
2025-07-14,跨市,512770,125,战略新兴,14976.78
2025-07-14,跨市,512800,126,银行ETF,1511607.99
2025-07-14,跨市,512810,127,国防军工,125158.35
2025-07-14,跨市,512820,128,银行股基,65680.19
2025-07-14,跨市,512870,129,杭州湾区,3141.06
2025-07-14,跨市,512880,130,证券ETF,2704129.15
2025-07-14,跨市,512890,131,红利低波,1714711.08
2025-07-14,跨市,512900,132,证券基金,556940.6
2025-07-14,跨市,512910,133,100ETF,27662.88
2025-07-14,跨市,512930,134,AIETF,140713.03
2025-07-14,跨市,512950,135,央企改革,415255.1
2025-07-14,跨市,512960,136,央调ETF,402125.73
2025-07-14,跨市,512970,137,湾区ETF,5698.76
2025-07-14,跨市,512980,138,传媒ETF,289792.44
2025-07-14,跨市,512990,139,MSCIA股,14701.54
2025-07-14,跨境,513000,140,225ETF,80241.14
2025-07-14,跨境,513010,141,港股科技,1622530.7
2025-07-14,跨境,513020,142,科技HK,165114.54
2025-07-14,跨境,513030,143,德国ETF,75177.9
2025-07-14,跨境,513040,144,HK互联网,53134.13
2025-07-14,跨境,513050,145,中概互联,2496843.27
2025-07-14,跨境,513060,146,恒生医疗,1380039.33
2025-07-14,跨境,513070,147,HK消费50,48476.08
2025-07-14,跨境,513080,148,法国ETF,49841.6
2025-07-14,跨境,513090,149,香港证券,622398.8
2025-07-14,跨境,513100,150,纳指ETF,949711.06
2025-07-14,跨境,513110,151,纳指100,184943.5
2025-07-14,跨境,513120,152,HK创新药,1109013.54
2025-07-14,跨境,513130,153,恒生科技,3836334.7
2025-07-14,跨境,513140,154,港股金融,11786.8
2025-07-14,跨境,513150,155,港科技50,10455.98
2025-07-14,跨境,513160,156,科技30,113818.93
2025-07-14,跨境,513170,157,恒生央企,36057.3
2025-07-14,跨境,513180,158,恒指科技,4120675.95
2025-07-14,跨境,513190,159,H股金融,139693.6
2025-07-14,跨境,513200,160,港股医药,219528.21
2025-07-14,跨境,513210,161,恒生E,3394.2
2025-07-14,跨境,513220,162,互联网30,22710.94
2025-07-14,跨境,513230,163,H股消费,34242.27
2025-07-14,跨境,513260,164,恒科技,332024.3
2025-07-14,跨境,513280,165,恒生生物,34911.45
2025-07-14,跨境,513290,166,纳指生物,106857.21
2025-07-14,跨境,513300,167,纳斯达克,468742.1
2025-07-14,跨境,513310,168,中韩芯片,33542.7
2025-07-14,跨境,513320,169,HK新经济,12301.06
2025-07-14,跨境,513330,170,恒生互联,4796148
2025-07-14,跨境,513350,171,油气ETF,63074.6
2025-07-14,跨境,513360,172,教育ETF,97321.39
2025-07-14,跨境,513380,173,科技恒生,829478.49
2025-07-14,跨境,513390,174,纳指基金,174137.91
2025-07-14,跨境,513400,175,道琼斯,131306.2
2025-07-14,跨境,513500,176,标普500,973363.86
2025-07-14,跨境,513520,177,日经ETF,90738.72
2025-07-14,跨境,513530,178,XD港股红,155643.87
2025-07-14,跨境,513550,179,港股通50,213599.2
